vid,cid,subject,text,votes,replies,is_reply,lebel1,lebel2,lebel3
kCp5yYjo9zE,Ugw4gc7ZRHpTMlUJ5ip4AaABAg,phy,question: ar 21:05 shouldn't you be multiplying by 1x10^-6 to get micro coulumbs not dividing?,0,1,FALSE,analysis,irrelevant,irrelevant
a20C08qmC_o,Ugxr4R_f-0i5D0NcbOh4AaABAg,phy,"how do you know that the critical angle is equal, bigger, or smaller than the incidence angle?",0,1,FALSE,analysis,analysis,analysis
IQ4LGQRBhrc,UgzNocpx-ezmjzTLOyB4AaABAg.9TjgZpcMzVT9wRq_CIFNCK,phy,Can you tell me where you explain how Accumulation is part of Integration?,1,,TRUE,knowledge,irrelevant,comprehension
tfItlGfPHyo,UgxcUhNRhsXCBrLzbnx4AaABAg,phy,How do you know everything???,7,1,FALSE,irrelevant,irrelevant,irrelevant
IRBfpBPELmE,Ugi18ewuum9gXngCoAEC,phy,wheres the carton her's head?!?!?!?,0,,FALSE,irrelevant,irrelevant,irrelevant
l2yuDvwYq5g,UgxRA6ByZ0XMf0HVNAN4AaABAg.9gpHSVMM3Gj9gpH_BRUP7S,phy,"HEH WOW, Well thats a word now isnt it?""",0,,TRUE,irrelevant,irrelevant,irrelevant
OoO5d5P0Jn4,UgghArz872kJIXgCoAEC,phy,When's the first video coming out ahhhh,1,,FALSE,irrelevant,irrelevant,irrelevant
1bhlPWXM9nU,UgyzTt86HKlhmH44Fqp4AaABAg,phy,why and how batteries become to add up their individual voltages to yield total voltage when they are in series?,1,1,FALSE,comprehension,comprehension,analysis
DjQl4J-jePc,UgwsaQZisiSwSUpZuax4AaABAg.8lcNOAvrW4x96TbHCwzAjG,phy,How did he saved your life!?!?,6,,TRUE,irrelevant,irrelevant,irrelevant
jLJLXka2wEM,UgisvLvNAgoDUHgCoAEC.8CgeZq2UJOv8ChX0k398dW,phy,What would be the solution for (t) in that case?,0,,TRUE,knowledge,irrelevant,irrelevant
TFlVWf8JX4A,Ugw4B-4u2OvaP0weBO14AaABAg.8Y1K1wSh8gR8d49hMFWl6l,phy,"Yeah, try doing each step different in your calculator, I get 2.3x10^-8 since (2.56x10^-38/1x10^-38) zero out at the power levels and end up with 2.56 tines the constant",0,,TRUE,irrelevant,irrelevant,irrelevant
pL2YfC-22Uc,UgxQjPyWyGY189o9faZ4AaABAg.8Yi7eCJ3-w68cpFWV-ly6t,phy,electronic budder probably because students taking ochem need physics for their degree?,1,,TRUE,analysis,irrelevant,irrelevant
R1QN_0fcZ_8,UgyTuKUedX5ve-_QXZJ4AaABAg.9L35C9W7n869Vjb3-n5VUR,phy,Did you find the answer yet?,0,,TRUE,irrelevant,irrelevant,irrelevant
GAegAHnfkMs,UgxL_R51QNfk3_7zJm94AaABAg,phy,why would anyone dislike this bro it is such a helpful learning video UwU,31,5,FALSE,irrelevant,irrelevant,irrelevant
-KfG8kH-r3Y,UgwAi9Ni_y8WibqPDLF4AaABAg,phy,"If we bought the YouTube membership, do we have access to those Patreon videos?",0,,FALSE,irrelevant,irrelevant,comprehension
c6ndD5kTkP4,UgyTBTs9fhj0kd3f1W14AaABAg,phy,Bruh how can someone be this GOOD at teaching!,0,,FALSE,irrelevant,irrelevant,irrelevant
CwkhvFlNFp0,UgyIk8As4RqSVYio8VV4AaABAg,phy,Does this make up for grade 11 physics as well?,2,3,FALSE,irrelevant,irrelevant,irrelevant
AWnvUSWvARU,UgybMUOMD4yCCnCfK1Z4AaABAg,phy,What lessons do I need to learn for grades 11 - 12 (or just senior and junior high I think?),1,,FALSE,irrelevant,irrelevant,irrelevant
8NLzuURxFwY,Ugz98aRSOstam51-3Np4AaABAg.8rL2MBwQzYJ9_ghfjpYWbu,phy,"@The world needs peace, not war 8how did it go?",0,,TRUE,irrelevant,irrelevant,irrelevant
OoO5d5P0Jn4,UgieVRflvL8Bv3gCoAEC,phy,When will the physics section start ?,0,,FALSE,irrelevant,irrelevant,knowledge
w3BhzYI6zXU,UggF_3b0lE8jpXgCoAEC.8Czysv3C3zi8DNgmSmg82b,phy,#NAME?,0,,TRUE,irrelevant,irrelevant,irrelevant
7kb1VT0J3DE,Ugy5O_rTmB1INW9x7HF4AaABAg,phy,could you please get harry and cisco to explain this?,0,,FALSE,irrelevant,irrelevant,irrelevant
rHgKLIYcZOI,UgxjxXSvuQJpLmqHEud4AaABAg,phy,Is this university level physics?,0,9,FALSE,knowledge,irrelevant,knowledge
PoG14wRRQmM,UgzfIXOZ2uSOsCdyW494AaABAg,phy,Are some of the same formulas used when looking at convection currents in the earths mantle?,0,,FALSE,knowledge,comprehension,comprehension
EX52BuZxpQM,UgzA_jH_p_aoeBGzWtp4AaABAg.9IQnrRHWxEd9gKywD4LMTu,phy,It's insane how much knowledge this guy has,5,,TRUE,irrelevant,irrelevant,irrelevant
6qiYcyhI158,UgzYAJfb0KCJEtuFWdd4AaABAg,phy,how about celcius to fahrenheit?,0,,FALSE,irrelevant,irrelevant,knowledge
_Gnke2x3vT8,UgzgPXdSYk5-eKQSPld4AaABAg.98bEj5EpGpH9N0BPEKyQnK,phy,"@jadeduniverse2988 Lmao how are u scrolling through the comments if u only have 20 min left  u prob in exam week rn, good luck",0,,TRUE,irrelevant,irrelevant,irrelevant
g550H4e5FCY,UgwlUYvvIRlD7j9Xx4t4AaABAg,phy,So how do so many things that Newton worked come to light as being described by Muslim scientists long before his discoveries?,1,,FALSE,irrelevant,irrelevant,comprehension
zTDgziJC-q8,Ugw6hGF_4oWmIHfjszR4AaABAg,phy,Was it given in the problem or calculated?,0,,FALSE,knowledge,irrelevant,irrelevant
iubb3eFBQ9U,Ugx-9buc-2jGOrUhQG54AaABAg,phy,"Second quick question: @44:41 why is the ""x"" value 0.4 instead of 0.6 (which is 0.2 + 0.4)?",0,1,FALSE,comprehension,irrelevant,irrelevant
yNO02qfMSwI,UgznBqkYrVaf233UNoJ4AaABAg,phy,Does anyone know the instagram of this guy?,0,,FALSE,irrelevant,irrelevant,irrelevant
BVgemK1Y2wA,UgyPbJccHf093P-Nnn54AaABAg,phy,"When the world needed him the most, he disappeared...",266,7,FALSE,irrelevant,irrelevant,irrelevant
ObHJJYvu3RE,Ugh8zyQ7E-FzcngCoAEC,phy,Which year of physics is it.,0,1,FALSE,irrelevant,irrelevant,irrelevant
QvnmfBqdVIQ,UgzhNyCs8vh0fKWVU2d4AaABAg,phy,"why didn't you use omega function,sine,cosine.you didn't mention the formula x=Asin(2pie t/T)  you cost me a final exam",0,,FALSE,knowledge,irrelevant,irrelevant
mdulzEfQXDE,Ugw0ka_NKXml7fMmji54AaABAg,phy,Amazing understanding and teaching of theory!,1,,FALSE,irrelevant,irrelevant,irrelevant
RR0sQeDAxgk,UgxZ1_Ecr7ojKgipF_d4AaABAg,phy,how can you get 0.472A and what is the value of e?,0,,FALSE,knowledge,irrelevant,irrelevant
TFlVWf8JX4A,Ugz8IAjLWtZAp40-nLZ4AaABAg,phy,Why does it get so quiet sometimes    :I,0,,FALSE,irrelevant,irrelevant,irrelevant
RU1u-js7db8,Ugis3cfqQ36tPXgCoAEC,cs,The most important board game in history?,25,3,FALSE,irrelevant,irrelevant,irrelevant
7Jr0SFMQ4Rs,Ugy7POrZZlf2QLe1jXd4AaABAg,cs,"Soooo, can we assume there will be a video on 3D graphics as well?",67,12,FALSE,irrelevant,irrelevant,irrelevant
3XkL0qQ21Oo,UgxjIX4TEWwxDMpgMEx4AaABAg,cs,"Ever imagine flying over the Eiffel tower, crossing the arctic, or exploring under water caves...?",0,,FALSE,irrelevant,irrelevant,irrelevant
QD3oCelHJ20,UgyXeOnYjrxFkwgc6mR4AaABAg,cs,"Second time reciever doesn't send acknowledgement, discards the duplicate data?",0,,FALSE,irrelevant,irrelevant,application
ORrStCArmP4,UgzFZE-OsKeEA98LLWZ4AaABAg,cs,Why there isn't any comment?,3,1,FALSE,irrelevant,irrelevant,irrelevant
FZGugFqdr60,UgzwLOm_NSEC9mvLX1J4AaABAg,cs,"So is one cycle fetch, decode, AND execute?",0,,FALSE, irrelevant,irrelevant,knowledge
O5nskjZ_GoI,UgwNutHa0JHVPqY3PPt4AaABAg,cs,is it me or does she sound un enthusiastic,0,,FALSE,irrelevant,irrelevant,irrelevant
bum_19loj9A,UgyuwwQMRf7uM-Ixnm14AaABAg,cs,"Hello, may i know what software you use for your presentation?",0,,FALSE,irrelevant,irrelevant,knowledge
O753uuutqH8,UgjTBADA4q5RZXgCoAEC,cs,But what was described is Modular Programming.,1,,FALSE,irrelevant,irrelevant,irrelevant
rVfZHWTwXSA,Ugz1T6L_wbsaKXZpzq54AaABAg,cs,"Isn't p of single ""point"" = 0?",0,1,FALSE,knowledge,irrelevant,irrelevant
nwDq4adJwzM,UgwAfsXyBcXsLXCBFcF4AaABAg,cs,Is the Enigma cypher a computer since it's programmable?,0,,FALSE,knowledge,irrelevant,evaluation
rurs7cdT5cc,UgzetjYCOVsFvlzk_F94AaABAg,cs,What are the materials you've given?,0,,FALSE,irrelevant,irrelevant,irrelevant
gI-qXk7XojA,UgzQXMLvGsVoTeIlVgl4AaABAg,cs,What about the XOr function,0,,FALSE,irrelevant,irrelevant,knowledge
A3ZUpyrnCbM,UgxBJa5zK2-fyvw_3v54AaABAg.9ErJIRw5SCN9ErL4uNJD0b,cs,@CSDojo okay .can you suggest me a good laptop for coding ?,0,,TRUE,irrelevant,irrelevant,application
uSKdjjw5zow,Ugy6nYaizqIVWeG1R4J4AaABAg,cs,How centrailized administration is an advantage,0,,FALSE,analysis,comprehension,analysis
7Jr0SFMQ4Rs,UgytHOAkQOSH9YCE6Yh4AaABAg.8W3HIsLFdBm8W3HjQSjI2I,cs,here you could potently build one with a big enough one https://www.kickstarter.com/projects/871405126/turing-tumble-gaming-on-a-mechanical-computer,5,,TRUE,irrelevant,irrelevant,irrelevant
rtAlC5J1U40,UggtNOW9jjSrHHgCoAEC.8Rq9HezLFIl8RzR3ZH_LFd,cs,Which one would you recommend?,1,,TRUE,irrelevant,irrelevant,irrelevant
bPVaOlJ6ln0,Ugw5eGW1tWBQky9ZbcZ4AaABAg,cs,When did cyber security become computer science?,0,,FALSE,irrelevant,irrelevant,irrelevant
zdgYw-3tzfI,UgwuphZIrHHoN31Zxf14AaABAg.8qjNY57OP1290MgsKi_nye,cs,did you ever do it?,0,,TRUE,irrelevant,irrelevant,irrelevant
ge09GjFUmKg,UgyPDfOgcdGs5NSH2md4AaABAg,cs,"Also, are the execution times fixed for the same size of dividend and divisor?",2,,FALSE,knowledge,irrelevant,analysis
4WtaFLayz_w,UgwpDeEe4uBJFG-AYxp4AaABAg.8nkbYLO__ht9CpN5-c0C5h,cs,@shokobata Then why is the answer not 10?,0,,TRUE,comprehension,irrelevant,irrelevant
0SkOjNaO1XY,Ugym0DRe2Xsp1gy0NKF4AaABAg,cs,A bit hard to follow from the start...,0,,FALSE,comprehension,irrelevant,irrelevant
yDTC6sbYFFE,UgwkpBNY17pkeBbqLjd4AaABAg,cs,"in MAC addressing, why the data didn't move away from the path in any branch network?",0,,FALSE,comprehension,irrelevant,comprehension
fpnE6UAfbtU,UgzNiuW4F0smSB-JejN4AaABAg,cs,I am asking this because I am like 99% sure that I'm not getting something right (which is what I think it is)?,6,7,FALSE,irrelevant,irrelevant,irrelevant
fpnE6UAfbtU,UgxNTi_t0BCNRzFxsqt4AaABAg,cs,I am a doctor... Why am I learning this?,0,1,FALSE,irrelevant,irrelevant,irrelevant
iE_kY2LVBKA,UgxLBkvXmMwE7Abc10d4AaABAg,cs,About the picture: Why are some dots green and some red?,8,1,FALSE,irrelevant,irrelevant,irrelevant
tpIctyqH29Q,UgzfFLenGCkIL5PTEQx4AaABAg,cs,"1:26 ""How operating systems work... or don't work"" blue screen of death",1,,FALSE,irrelevant,irrelevant,irrelevant
fpnE6UAfbtU,UgyrhKJ8BiXvLJhAqI14AaABAg,cs,But it's also connected to output so then how did she set input B to 1 when output was 0 before :o  I do understand the looped AND circuit will always output 0,0,,FALSE,comprehension,analysis,irrelevant
ReQiSK8W3Ag,Ugy-ve-son1RE6JW4uV4AaABAg,cs,sir your flow control is perfect!,8,1,FALSE,irrelevant,irrelevant,irrelevant
6-tKOHICqrI,UgxY4IrF_XPRpwyBVvZ4AaABAg,cs,When she stated Quantum Tunneling it blew my mind,0,,FALSE,irrelevant,irrelevant,irrelevant
FZGugFqdr60,UgzNdyWnReDNcl7UNmt4AaABAg,cs,"One doubt though, the instruction register contains last 4 digits as memory address but shouldn't memory address be 8 bit?",0,,FALSE,analysis,irrelevant,knowledge
tpIctyqH29Q,Ugi-bMFGiVJyuHgCoAEC,cs,<I.have [no+idea==       #what*I.am  {{doing}}         <<here(),0,,FALSE,irrelevant,irrelevant,irrelevant
_GzE99AmAQU,UgxUgjgarhhArKqtcUJ4AaABAg.8Yt4A3rAVsl8fJ42gkxQUj,cs,Do you really do that or is this whole botnet story just a joke,0,,TRUE,irrelevant,irrelevant,irrelevant
tpIctyqH29Q,UggHPnDrjW2S2ngCoAEC,cs,will this course include theory of algorithms intro??,0,,FALSE,irrelevant,irrelevant,knowledge
TQCr9RV7twk,Ugw3lS8miVJTjDMeTjp4AaABAg.937xkAfXHA196T9JRouEMe,cs,Which one are you referring to?,1,,TRUE,irrelevant,irrelevant,irrelevant
fpnE6UAfbtU,UgjKj28IPKBk93gCoAEC,cs,"So inside our gated latch, how does the charged or ""1"" state stay persistent even when it's disconnected from in and out?",0,,FALSE,comprehension,analysis,analysis
fpnE6UAfbtU,UgwCd91x1XwZcPL16at4AaABAg,cs,An 8 bit number should fit in 256 bit thing?,0,1,FALSE,comprehension,irrelevant,knowledge
KN8YgJnShPM,UgwOL4a0LeZUfNNp6cl4AaABAg,cs,your videos are good so thanks.can you tell me how you make these animation or which app your team use.plz,0,,FALSE,irrelevant,irrelevant,irrelevant
O5nskjZ_GoI,UgyrLt2hR9AKbbdQLIV4AaABAg,cs,"What an amazing start, you guys are awesome!!",1,,FALSE,irrelevant,irrelevant,irrelevant
hnDU1G9hWqU,UgwqCy4YluOz6B5CFGN4AaABAg,cs,Who is here to read a comment about that burp at 37:56?,0,,FALSE,irrelevant,irrelevant,irrelevant
rurs7cdT5cc,UgysOg9LyHvhkluFtjd4AaABAg,cs,System showing program or batch file how to fix,0,,FALSE, irrelevant,irrelevant,irrelevant
gG0xzEHH0iU,UgwNYlcaZfh9xfVWaPh4AaABAg,cs,So the window size can be dynamic here?,11,1,FALSE,irrelevant,irrelevant,irrelevant
8yjkWGRlUmY,UgxSCJ0WRQKS_fAP0zV4AaABAg,cs,or can I just use it interchangeably?,0,1,FALSE,irrelevant,irrelevant,irrelevant
ix5jPkxsr7M,Ugx7z4xfN2M1kBdyKeZ4AaABAg,cs,Which is the difference between this lecture and the 2021 lecture?,0,,FALSE,irrelevant,analysis,analysis
FnH1XUQsoD8,UgzOu0kLyl0GSpr1oyt4AaABAg,cs,Anyone who can help me understand how this situation will play out?,2,1,FALSE,irrelevant,irrelevant,irrelevant
SZJ7vBd-gL0,UgxbR9hWMUAJFAtT1Md4AaABAg,chem,Can you please make a video on the oxidation number method in balancing?,2,2,FALSE,irrelevant,irrelevant,application
0oRqBWZ4UyE,UgxcEQCg3-Ol8wcIrkB4AaABAg,chem,Thanks for the French lesson Chad :) So what subject will you be teaching next?,2,4,FALSE,irrelevant,irrelevant,irrelevant
_AWp5wedXiE,Ugzg8i5SeiLRTCXStpp4AaABAg,chem,Real asian does this?,0,1,FALSE,irrelevant,irrelevant,irrelevant
Qg7pQ_CYaIQ,UgwrDSs--jUDaJDEl254AaABAg.9EbAA-5MYHp9u5sZ3us6pA,chem,"Yeah, pretty lame, eh?",0,,TRUE,irrelevant,irrelevant,irrelevant
O192jrR80oo,UgykC09DmEaXHMuMS414AaABAg,chem,Shouldn't the answer to the clicker question be 'approximately 90 degrees' as the hybridisation of the central atom isn't considered in the hydrides of atoms in the nitrogen family below the second period according to 'Drago's Rule'?,0,,FALSE,comprehension,evaluation,evaluation
YkYeYhXUeEE,UgyaeTXUVaswl_ANlUV4AaABAg,chem,Where's the RV meth la- Ahem.,0,,FALSE,irrelevant,irrelevant,irrelevant
O192jrR80oo,UgzuYingga9sf_iMa-V4AaABAg,chem,From where does the energy transition come from?,8,2,FALSE,knowledge,irrelevant,knowledge
1h5sKZf1qyY,UgydVD6Qv8-cy7bZl8p4AaABAg.9aaQHrKSR_rA1Hm4CvOuTI,chem,Then those where the oxidation potentials,0,,TRUE,irrelevant,irrelevant,irrelevant
2vfQtwYkDtg,UgwZACt5HjKFhgvMI0F4AaABAg.9wE1K8cqqmJ9wJPmOIeEjQ,chem,@devpotato Friendly critics idk what youre talkin about,0,,TRUE,irrelevant,irrelevant,irrelevant
CFbo_nBdBco,UgypiYVO_sGxQic0LA54AaABAg.92tsCh7y0rU93SVol5RZ9L,phy,Same,1,,TRUE,irrelevant,irrelevant,irrelevant
Oh4m8Ees-3Q,UgjqdX9-rxCTs3gCoAEC.8NwFAE4_wyA8Ny22KOb8vQ,phy,What happens is that the light rays from your face reflect of the spoon and are inverted.,3,,TRUE,irrelevant,irrelevant,irrelevant
w4QFJb9a8vo,UgjwO-psz_wjrHgCoAEC,phy,4:52 did you pick the book up?,0,,FALSE,irrelevant,irrelevant,irrelevant
p1woKh2mdVQ,UgiY9qjPNUOr5ngCoAEC.8JAryZS5Ilm8JBL2nSV3Is,phy,But you need to get the pencils in the jar so I don't know if you can put holes in the lid of the jar?,0,,TRUE,irrelevant,irrelevant,irrelevant
9kgzA0Vd8S8,UgzBc17wrcWB-06V-Ft4AaABAg,phy,"What I love: And if you do put enough effort to work through these videos, perhaps by looking more into the subject presented, you will actually learn something.",0,,FALSE,irrelevant,irrelevant,irrelevant
HXOok3mfMLM,UgyJCf_FWjPpnLgodg14AaABAg,phy,Why do we even use conventional current?,0,,FALSE,comprehension,comprehension,comprehension
7MBawzone30,UgykX0FfCZkQ27HAEDJ4AaABAg,phy,When face reveal?,1,1,FALSE,irrelevant,irrelevant,irrelevant
AInCqm5nCzw,UgyRCgTCKoa_f1Mkt3V4AaABAg,phy,?,0,1,FALSE,irrelevant,irrelevant,irrelevant
fo_pmp5rtzo,UggpEiI4oLuf4ngCoAEC,phy,can you please remove the SSSSSS sound ?,1,,FALSE,irrelevant,irrelevant,irrelevant
kKKM8Y-u7ds,Ugzpww32-tXLi3rkQZl4AaABAg,phy,This video keeps reminding me how much dumb I am,0,,FALSE,irrelevant,irrelevant,irrelevant
K40lNL3KsJ4,UgwsrQk5ICWVVODKxPh4AaABAg,phy,M I the only one to watch it in 1.5x?,0,,FALSE,irrelevant,irrelevant,irrelevant
kKKM8Y-u7ds,UghNm7JP1mIaBngCoAEC,phy,is 49.05 kg force of earth gravity?,0,,FALSE,knowledge,irrelevant,knowledge
jz92oOkJFNA,UgyD_Id1AprkAzsMHdR4AaABAg,phy,This would give you a negative energy at the very end which would explain why it is dissipated right?,2,,FALSE,comprehension,irrelevant,comprehension
Ep1jIhHdf2A,UgyqomePsPp3bTIS7cV4AaABAg,phy,"F = 33 N  (Force of attraction)  G = 6.67 x 10^-11  But resolving it is so hard if you dont have distance and neither m, how do I do it, Im a highschool student but Im learning a lot plz help me, someone whoever",2,3,FALSE,application,irrelevant,application
WTLl03D4TNA,UgxW2kNyYD2KcpVnBD54AaABAg,math,Should i think complex plain as 4 dimensional to grasp it intuitively because it doesnt make sense at all like how multiplying complex eigenvector by unit 'i' will scale it in a way so its projection on real plane will be seen as rotation of components of real vectors?,0,,FALSE,analysis,evaluation,analysis
z8HKWUWS-lA,UgzRYsjLyB3Gfd3pGSB4AaABAg,math,38:08 Why is the base 0?,0,,FALSE,irrelevant,irrelevant,irrelevant
n9fgcm0Pwgs,UgxGTxhww7zFcqCYpGh4AaABAg,math,"And you guessed it, you can do the same with 2 %, 3 % and the likes: What's 7 % of 90?",141,16,FALSE,irrelevant,irrelevant,application
NuGDkmwEObM,UgiHu3CuU-c8u3gCoAEC,math,Can anyone please explain how do I go about proving Lemma 3 for a 15 Puzzle ?,2,1,FALSE,comprehension,irrelevant,comprehension
f9XFM8YLccg,Ugy8CeDp1sa6CbQyFE94AaABAg,math,Can we have a 2024 version?,0,,FALSE,irrelevant,irrelevant,irrelevant
_x1nCg2LfuA,UgxXOvrTD0XRfiOn5ZZ4AaABAg,math,can I factor the coefficient 3 from (-3xsinX + 3cosX) and put it on the left side?,0,,FALSE,application,application,application
M0SMSWM2oZA,UgwVbZn2bgCMzoTZ8Il4AaABAg,math,how come 1/cosine is gone?,0,,FALSE,knowledge,irrelevant,knowledge
pvLj1s7SOtk,Ugzmvyc2Jq10sxxFL_l4AaABAg.9JgPNn_DmSB9RdD57GOgo9,math,"What is the minimum x-value, and the maximum x-value that you can plug in to this equation.",0,,TRUE,irrelevant,irrelevant,analysis
sae1IoToQ0M,Ugw75U9iNLwQXfeqUNV4AaABAg,math,What do you Think about the euclid Algorithm for LCM and HCF?,5,1,FALSE,evaluation,evaluation,evaluation
5RSMLgy06Ew,UgxymDC9Obk2tp3J7TJ4AaABAg.94s94KpWfn497eYiDvNYmf,math,Maybe he did't pre-view the lecture note?,0,,TRUE, irrelevant,irrelevant,irrelevant
JnTa9XtvmfI,Ugyb0IraW8jyM3j3V-54AaABAg,math,Where the answers,0,,FALSE,irrelevant,irrelevant,irrelevant
pN7zitwRq58,UgjhNdSCtK1PUXgCoAEC,math,"If someone wouldn't mind explaining, how is it that when you're doing the force balance, you get: m1g = w1 - w2 m2g = w2 - w3 etc..",0,3,FALSE,comprehension,irrelevant,comprehension
#NAME?,Ugi6mIXCr7mbQ3gCoAEC.8Q57Bi0-bzE9JIirUhuVfa,math,Weird ha?,2,,TRUE,irrelevant,irrelevant,irrelevant
vZGvgru4TwE,Ugz4rENEtgfCJb3cKyh4AaABAg.9o6TC9YQufX9sWUKa9FQmh,math,"Does anyone have Calculus IV, PDE or mathematical physics courses suggestions?",7,,TRUE,irrelevant,irrelevant,irrelevant
1RLctDS2hUQ,UghcZOt2w9h1BHgCoAEC,math,lol thats stupid that they are teaching those easy stuff in MIT.they must know all those easy shit from highscool,0,3,FALSE,irrelevant,irrelevant,irrelevant
pmN9ExDf3yQ,UgzMgdov96TqWqFAmz94AaABAg,cs,Why do I need 32 bits to store an integer and not only 8 bits?,0,,FALSE,comprehension,comprehension,comprehension
3QhU9jd03a0,UgyX6AymRUQ_eS5KQFd4AaABAg,cs,WOO!,0,,FALSE,irrelevant,irrelevant,irrelevant
wQGwfBS3gpk,UgyLAJQ2BE49K-YsJa14AaABAg,cs,U don't how many people's were saved by ur channel i will pass my exam <3,4,,FALSE,irrelevant,irrelevant,irrelevant
fOvTtapxa9c,UgwVkbTgLUc5KKoK7T94AaABAg,cs,QUICK MAFS GANG?,38,1,FALSE,irrelevant,irrelevant,irrelevant
VwN91x5i25g,UgwKb--_bIQ0Ha6kpp94AaABAg,cs,Where Can I Get The Ppt Version Of The Slides You Are Using ?,0,,FALSE,irrelevant,irrelevant,irrelevant
gG0xzEHH0iU,UgzdgBlhT6BKA5sFgN94AaABAg,cs,If receiver is sending the NACK why there is need of timer in sender side ?,5,,FALSE,analysis,analysis,analysis
pmN9ExDf3yQ,UgxrRf5HX0deHuwocHN4AaABAg,cs,Waiting for the advanced concepts as well!,6,,FALSE,irrelevant,irrelevant,irrelevant
WwfhLC16bis,UgwoxxGF1EJkWmtkt2B4AaABAg,cs,For example next is initialized in the constructor to point to the next node but how would prev work?,0,,FALSE,comprehension,irrelevant,comprehension
3XkL0qQ21Oo,UgyCuklQeWQZqCFMudJ4AaABAg.8_bPQpa85AG8_bQ1bslBit,cs,(More to the point: How anyone living after both Nazi Germany and the Milgram Experiment believe most people will think twice about heinous orders?),0,,TRUE,irrelevant,irrelevant,irrelevant
1I5ZMmrOfnA,UgyHdxk-WO5uN-J4AMp4AaABAg,cs,"In all cases, is the carry bit just ignored?",0,,FALSE,knowledge,irrelevant,knowledge
zdgYw-3tzfI,UgxeUoroBFx0E_Sybyl4AaABAg,cs,Claro conciso evolutivo!,0,,FALSE,irrelevant,irrelevant,irrelevant
1GSjbWt0c9M,UgildbxYbUyFnXgCoAEC,cs,How about binary options?,0,,FALSE,irrelevant,irrelevant,irrelevant
4dqlSk_RPmI,Ugy0BADE2oxZYCk0pMh4AaABAg,cs,Because I have a line not cleared out and I would like to see how you do that?,0,,FALSE,irrelevant,irrelevant,irrelevant
O753uuutqH8,Ugj4No7hQDmMZngCoAEC,cs,"Is it just me, or to real software engineers see the comments to this video as mostly a bunch on in-experienced newbies who have learned some buzz-terms and see this an an opportunity to argue theory or what IDE/language is best?",210,3,FALSE,irrelevant,irrelevant,evaluation
FZGugFqdr60,Uggg8IBCI_1-nHgCoAEC.8QznwaQMlak8R-yCnAAkWR,cs,Is that the theory of rock music?,39,,TRUE,irrelevant,irrelevant,irrelevant
dPKvHrD1eS4,UgwCEajne4zr1YyRmVB4AaABAg,bio,?,0,,FALSE,irrelevant,irrelevant,irrelevant
_7rsH2loIY8,UgzjVHQ5Is-beGWaBTV4AaABAg,bio,Am I the only person who sings the song from the beginning at the end because it's too quiet?,0,,FALSE,irrelevant,irrelevant,irrelevant
qCLmR9-YY7o,Ugyqq70qyPSP9B252L14AaABAg,bio,I am asking because science is a never ending learning area and I REALLY NEED AN A!?!,0,,FALSE,irrelevant,irrelevant,irrelevant
00jbG_cfGuQ,UgxAnGppk5y6x0LlRpt4AaABAg,bio,"Only the """"power centers"" of the cell?",0,,FALSE,irrelevant,irrelevant,knowledge
YQb7Xq0enTI,Ugzm0qV_-l_KXMDfvDF4AaABAg,bio,And maybe a author?,0,,FALSE,irrelevant,irrelevant,irrelevant
k_9MTZgAhv0,Ughz_oO_Iwgt-ngCoAEC,bio,"Ernst is German for serious, I think?",0,,FALSE,irrelevant,comprehension,knowledge
jqy0i1KXUO4,UgzTRSi4Gr4KFp9rSNd4AaABAg,bio,Zone out for a little?,0,,FALSE,irrelevant,irrelevant,irrelevant
P-Ry4rRdDbk,Ugzy7WdXV7yMcj1_ggl4AaABAg.9IFdz6JwSIM9INlNCNSxW-,bio,https://mitadmissions.org/ Good luck!,2,,TRUE,irrelevant,irrelevant,irrelevant
dPKvHrD1eS4,UggGMjAvOyKWFXgCoAEC,bio,"And if so, how does diffusion increase the partial pressure of a gas to create an equilibrium situation?",0,,FALSE,analysis,comprehension,analysis
ZCsotMAYErk,UgxRHYRi3ZGX-ORiHJ14AaABAg.9qE1ksr1tWQA6ISmFCoNvP,bio,Morning before exam?,0,,TRUE,irrelevant,irrelevant,irrelevant
izRvPaAWgyw,Ugy4pKBAlKfnNjJFVYt4AaABAg,bio,watching to get pumped up for tomorrow's test!,0,,FALSE,irrelevant,irrelevant,irrelevant
Si6NbKqYEd8,UgzSVlp9HwxO96lbN0t4AaABAg,bio,"i know temp, wind, water..i just cant explain?",0,,FALSE,irrelevant,irrelevant,irrelevant
aTftyFboC_M,UgxJlZ18uMHsFNW9NpF4AaABAg,bio,Why does he never blink?,0,,FALSE,irrelevant,irrelevant,irrelevant
OBloWTHFPZc,Ugz4O-AzSSs_yAFivJF4AaABAg,bio,What beautiful notes.,1,,FALSE,irrelevant,irrelevant,irrelevant
WhFKPaRnTdQ,UghMMVSmfnpzm3gCoAEC,bio,is anyone waching this in 2016?,0,,FALSE,irrelevant,irrelevant,irrelevant
5031rWXgdYo,Ugw9vRQb2w-qnKXQj6h4AaABAg,bio,18:11. putting a comment by me to bookmark it,0,,FALSE,irrelevant,irrelevant,irrelevant
kgZRZmEc9j4,UgwAc9MGMAokCZmE3Bd4AaABAg,bio,Are you selling those giant name tags anywhere?,0,,FALSE,irrelevant,irrelevant,irrelevant
